losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0009956026915460825,0.849,0.841,0.841,0.9456
0.0011400750372558832,0.791,0.776,0.874,0.984
0.0014591665240004659,0.7256666666666667,0.713,0.82,0.982
0.0009104569326154888,0.6825,0.65725,0.884,0.99
0.00129692314658314,0.6352,0.6002,0.86,0.985
0.001215540338307619,0.5858333333333333,0.538,0.881,0.9884
0.001183074782602489,0.549,0.49914285714285717,0.881,0.99
0.001178682316094637,0.520625,0.4515,0.902,0.9906
0.0012410666095092893,0.49322222222222223,0.4093333333333333,0.907,0.9946
0.0011411961168050766,0.4653,0.3752,0.916,0.995
