losses_train,losses_eval,accuracies_eval
1.677452564239502,10.335433586120605,0.194
1.073154330253601,10.450628784179688,0.2585
1.043052077293396,12.260101066589355,0.2935
1.1345490217208862,9.715735969543458,0.3125
0.8660122752189636,9.772056091308594,0.331
0.8826743960380554,10.134687210083008,0.3265
0.4949462115764618,9.61377075958252,0.367
0.7590373158454895,9.28264850616455,0.339
0.6632457971572876,10.05498588180542,0.3725
0.711776614189148,10.568143157958984,0.3465
0.6281238198280334,11.019007732391357,0.347
0.5193653702735901,10.578838954925537,0.37
0.4808393716812134,11.942165050506592,0.345
0.4062085449695587,13.756270484924316,0.3485
0.5623531341552734,11.853974241256713,0.363
0.5412071943283081,13.162926574707031,0.3645
0.38175445795059204,12.282099382400514,0.368
0.2891339659690857,12.741066152572632,0.386
0.3684428632259369,10.933202543258666,0.3585
0.5285506844520569,12.739741933822632,0.3645
0.37183642387390137,13.054803750991821,0.343
0.37369003891944885,12.776486446380614,0.374
0.35241788625717163,13.779807888031005,0.3555
0.34552937746047974,12.608357721328735,0.392
0.35670989751815796,12.307475727081298,0.3655
0.29512327909469604,12.503837074279785,0.369
0.3668992519378662,12.808004287719726,0.3915
0.4326205551624298,14.07545444869995,0.3775
0.30603429675102234,12.62874560546875,0.376
0.2146984040737152,14.29665883255005,0.378
0.14475210011005402,11.396010009765625,0.3845
0.25387030839920044,12.609909547805787,0.4075
0.11175104230642319,13.944079548835754,0.3915
0.24809545278549194,12.620783748626708,0.3875
0.22316700220108032,13.314948623657227,0.4025
0.1421167254447937,12.761458763122558,0.392
0.20903721451759338,14.105720134735108,0.398
0.15152935683727264,13.89282370185852,0.402
0.1929040253162384,13.702787063598633,0.39
0.16715674102306366,13.88448772239685,0.397
0.07535098493099213,17.25693831253052,0.368
0.2901136875152588,12.663642337799072,0.3845
0.09391561895608902,13.416676244735719,0.406
0.0776890441775322,14.605676399230957,0.4025
0.12186035513877869,14.765688426971435,0.395
0.12460985034704208,14.056089416503907,0.3775
0.10932660102844238,14.349207898139953,0.4075
0.1208324208855629,14.319129581451415,0.378
0.07290546596050262,14.324648139953613,0.408
0.05355847626924515,14.28779218864441,0.414
0.028443433344364166,14.752920581817627,0.421
0.03313194960355759,14.876864669799804,0.419
0.03835710138082504,14.946330701828003,0.4215
0.016482628881931305,15.172048763275146,0.4215
0.028943821787834167,15.199696040153503,0.42
0.01386735588312149,15.444718616485595,0.4215
0.038165442645549774,15.635697465896607,0.4195
0.008113473653793335,15.848227680206298,0.4205
0.015112332999706268,15.988133434295655,0.4205
0.010980404913425446,16.096029742240905,0.4215
0.019959822297096252,15.897778450965882,0.425
0.021862678229808807,15.967994247436524,0.4245
0.01505386084318161,16.249251432418824,0.423
0.0077970996499061584,16.07706915187836,0.4215
0.002683669328689575,15.99426868057251,0.4195
0.011935696005821228,16.236656851768494,0.419
0.011194117367267609,16.23065182685852,0.422
0.004837200045585632,16.36348914051056,0.4215
0.02127833664417267,16.416520836830138,0.421
0.004439905285835266,16.352813610076904,0.4195
