losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.008716829121112823,0.878,0.88,0.88,0.983
0.05215100198984146,0.762,0.7495,0.845,0.9984
0.06793352961540222,0.7056666666666667,0.6876666666666666,0.851,0.9992
0.07965891808271408,0.65875,0.63125,0.848,0.9998
0.07871074229478836,0.6104,0.5678,0.855,0.9994
0.0757596343755722,0.5588333333333333,0.5121666666666667,0.792,0.9992
0.08014454692602158,0.5342857142857143,0.4855714285714286,0.888,1.0
0.08862220495939255,0.510125,0.4475,0.837,0.9998
0.0830196887254715,0.4871111111111111,0.42244444444444446,0.89,0.9998
0.08727354556322098,0.4579,0.3867,0.889,1.0
