losses_train,losses_eval,accuracies_eval,accuracies_train
1.592931866645813,3.5754340209960938,0.328,0.41444444444444445
1.6148252487182617,5.869523574829102,0.227,0.4702222222222222
1.7988970279693604,7.222983703613282,0.112,0.33755555555555555
