losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0008185921469703317,0.842,0.842,0.842,0.996
0.009838837198913097,0.7495,0.7115,0.875,0.992
0.0217147059738636,0.733,0.6913333333333334,0.89,0.9996
0.028504328802227974,0.6695,0.626,0.82,0.999
0.038433149456977844,0.6094,0.5626,0.79,0.999
0.045302730053663254,0.5631666666666667,0.5111666666666667,0.828,0.9994
0.05776850879192352,0.5425714285714286,0.4868571428571429,0.856,1.0
0.07297828793525696,0.518875,0.4485,0.878,0.9998
0.07878571003675461,0.48544444444444446,0.4206666666666667,0.869,1.0
0.08206294476985931,0.4646,0.3923,0.861,0.9994
