losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0007043833611533046,0.882,0.887,0.887,0.996
0.00836021825671196,0.799,0.7765,0.852,0.9982
0.013199497945606709,0.744,0.7433333333333333,0.874,0.9998
0.02044561877846718,0.69475,0.69225,0.815,0.9974
0.02412736415863037,0.6438,0.65,0.876,0.9984
0.03421575203537941,0.618,0.6155,0.888,0.9996
0.0397791713476181,0.5788571428571428,0.5738571428571428,0.878,0.9988
0.04766325280070305,0.53925,0.51275,0.876,0.999
0.06267404556274414,0.5103333333333333,0.473,0.873,0.9996
0.07706693559885025,0.468,0.4249,0.785,0.9982
