losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.08599477261304855,1.0278011093139647,0.788,0.788,0.9904
0.005425892770290375,14.329957540512085,0.4245,0.849,0.9992
0.052272729575634,16.35442605082194,0.2693333333333333,0.808,0.9866
0.07356821000576019,18.15197801399231,0.211,0.844,0.9754
0.01754157245159149,19.607227976989748,0.1668,0.834,0.9948
0.019519798457622528,20.654082623799642,0.14316666666666666,0.859,0.9948
0.03520271182060242,23.971269679478237,0.11657142857142858,0.816,0.994
0.009921073913574219,22.981295365571977,0.108,0.864,0.9946
0.021384835243225098,23.779083069907294,0.09933333333333333,0.894,0.997
0.043864019215106964,23.25944974861145,0.0791,0.791,0.9886
