losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0011825222754850984,0.874,0.877,0.877,0.9942
0.00988173857331276,0.784,0.7725,0.848,0.9982
0.018925372511148453,0.709,0.7063333333333334,0.875,0.9986
0.03018372505903244,0.65075,0.6345,0.82,0.9988
0.0348130501806736,0.59,0.5754,0.872,0.9996
0.04462124779820442,0.5531666666666667,0.537,0.873,1.0
0.05676440894603729,0.5201428571428571,0.4997142857142857,0.868,0.9998
0.0634806677699089,0.483,0.458125,0.859,0.9992
0.07493314892053604,0.45744444444444443,0.42344444444444446,0.856,0.9994
0.08435751497745514,0.4362,0.3881,0.796,0.9972
