losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.022434605285525322,0.7703991622924805,0.825,0.825,0.9976
0.005537860095500946,16.543532751083372,0.435,0.87,0.9996
0.015885569155216217,18.660428201675415,0.294,0.882,0.9956
0.04904940724372864,19.383647570610048,0.2165,0.866,0.9966
0.011655472218990326,20.460010121917726,0.1766,0.883,0.9988
0.0030257776379585266,22.386032888412476,0.15383333333333332,0.923,0.9996
0.023974962532520294,24.138572204044888,0.11485714285714285,0.804,0.9962
0.01563423126935959,23.19850381565094,0.10175,0.814,0.993
0.07260920852422714,22.67070188946194,0.09288888888888888,0.836,0.9924
0.014945976436138153,24.31597138633728,0.0854,0.854,0.9954
