losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0573686920106411,0.786,0.79,0.79,0.953
0.058911751955747604,0.722,0.706,0.853,0.999
0.0627727061510086,0.6513333333333333,0.6256666666666667,0.796,0.9994
0.07875951379537582,0.602,0.58125,0.836,0.9998
0.07773242145776749,0.5442,0.517,0.793,1.0
0.0837128683924675,0.5121666666666667,0.473,0.813,0.9988
0.08148474246263504,0.49,0.44642857142857145,0.888,0.9994
0.0866844579577446,0.45675,0.401125,0.813,0.9998
0.08537587523460388,0.4288888888888889,0.3788888888888889,0.799,0.9998
0.08423303067684174,0.4182,0.3497,0.869,0.9992
