losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0007274984964169562,0.884,0.885,0.885,0.995
0.01019775029271841,0.804,0.781,0.856,0.9992
0.01685050129890442,0.742,0.74,0.876,0.999
0.020425008609890938,0.6955,0.6945,0.829,0.9982
0.024224814027547836,0.6336,0.6394,0.881,0.998
0.031389445066452026,0.6078333333333333,0.6023333333333334,0.887,1.0
0.04208924248814583,0.5692857142857143,0.5552857142857143,0.874,0.9994
0.04478256776928902,0.533125,0.511625,0.86,0.9996
0.05714750662446022,0.5058888888888889,0.48044444444444445,0.887,0.9996
0.0714992955327034,0.4698,0.4325,0.774,0.9978
