losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.03745841234922409,0.9139298782348633,0.822,0.822,0.9968
0.007106013596057892,15.707303211212158,0.4385,0.877,0.9964
0.007234305143356323,16.414934573491415,0.3006666666666667,0.902,0.9982
0.027274884283542633,18.70158864402771,0.20525,0.821,0.9906
0.04975707828998566,20.303220139312746,0.1602,0.801,0.9966
0.0042545124888420105,19.506175917307537,0.14216666666666666,0.853,0.9984
0.05913074314594269,23.348749475751603,0.12328571428571429,0.863,0.9972
0.004190891981124878,21.43356892538071,0.1085,0.868,0.9982
0.0076288506388664246,25.400349678675333,0.09577777777777778,0.862,0.997
0.03232775628566742,23.205532008171083,0.0842,0.842,0.9954
