losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0007597213261760771,0.834,0.837,0.837,0.9924
0.009336988441646099,0.749,0.723,0.863,0.9904
0.01863623410463333,0.7406666666666667,0.7006666666666667,0.888,0.9994
0.02790258266031742,0.66075,0.61575,0.812,0.9968
0.038038235157728195,0.6094,0.5554,0.793,0.9976
0.04703707620501518,0.5665,0.5008333333333334,0.818,0.9986
0.061120398342609406,0.5422857142857143,0.4665714285714286,0.839,0.9996
0.07060939818620682,0.51525,0.4435,0.875,0.9996
0.07860040664672852,0.48744444444444446,0.4101111111111111,0.871,0.9998
0.08457810431718826,0.4706,0.3904,0.862,0.9992
