losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0007581599638797343,0.876,0.875,0.875,0.9944
0.0011694284621626139,0.7035,0.6495,0.883,0.9988
0.0008096928941085935,0.5876666666666667,0.517,0.89,0.9994
0.0008951227064244449,0.4165,0.29625,0.87,0.9996
0.0004640716942958534,0.3266,0.1896,0.906,0.9996
0.0003948295779991895,0.2738333333333333,0.15566666666666668,0.912,0.9998
0.000464538112282753,0.22657142857142856,0.133,0.892,0.9994
0.0008246189681813121,0.20775,0.11325,0.884,0.9998
0.0004555154009722173,0.19344444444444445,0.10266666666666667,0.916,1.0
0.0007184904534369707,0.1594,0.0822,0.822,0.998
