losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0007711104699410498,0.877,0.876,0.876,0.994
0.011410740204155445,0.7265,0.7055,0.768,0.996
0.02189105935394764,0.685,0.6623333333333333,0.881,0.9992
0.02964242920279503,0.628,0.5925,0.82,0.999
0.03942855820059776,0.611,0.5666,0.9,1.0
0.04969032108783722,0.57,0.5165,0.865,0.9994
0.061065979301929474,0.5564285714285714,0.49342857142857144,0.891,0.9994
0.0698930025100708,0.515625,0.447375,0.846,0.9996
0.07414541393518448,0.4938888888888889,0.42233333333333334,0.885,0.9992
0.08493339270353317,0.4711,0.3857,0.837,0.9994
