losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0008962413412518799,0.869,0.872,0.872,0.9958
0.009349607862532139,0.7945,0.782,0.839,0.9974
0.018048329278826714,0.7246666666666667,0.7073333333333334,0.862,0.9984
0.027438336983323097,0.66525,0.63275,0.825,0.9996
0.03716522455215454,0.6234,0.5834,0.893,0.9996
0.04427529126405716,0.5918333333333333,0.5481666666666667,0.884,0.9994
0.057407692074775696,0.5568571428571428,0.501,0.871,0.9998
0.06534723937511444,0.524625,0.4495,0.855,0.9988
0.07620996236801147,0.502,0.4295555555555556,0.858,0.9998
0.08535955101251602,0.4691,0.3805,0.783,0.9976
