losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.011878660880029202,0.0006628838181495666,0.867,0.867,0.9804
0.0029656575061380863,0.003221785755828023,0.4285,0.857,0.9978
0.0006250080186873674,0.0028753018317123256,0.2916666666666667,0.875,0.9998
0.00022273776994552463,0.002193545261514373,0.23525,0.941,0.9994
0.000693639216478914,0.0018241012012585997,0.1786,0.893,0.9998
0.00030297343619167805,0.0014352564114766817,0.139,0.834,0.999
0.000239567831158638,0.0012658882113173605,0.12928571428571428,0.905,1.0
0.00017304360517300665,0.0011097795207751914,0.114875,0.919,1.0
0.0003101937472820282,0.0010343592166900636,0.10244444444444445,0.922,1.0
0.0006857754196971655,0.0009471331305336208,0.0862,0.862,1.0
