losses_train,losses_eval,accuracies_eval
2.0047481060028076,8.330682632446289,0.0555
1.7437050342559814,8.794533935546875,0.0815
1.7810492515563965,7.825395240783691,0.094
1.5111414194107056,8.338300590515138,0.082
1.4748589992523193,8.16642455291748,0.118
1.3046823740005493,9.005416412353515,0.107
1.524893879890442,9.155260417938232,0.1295
1.3968610763549805,8.323669204711914,0.1285
1.369825005531311,8.57952103805542,0.135
1.146159052848816,8.492068351745605,0.1325
0.9741628170013428,8.822558643341065,0.161
0.8747960329055786,9.027719932556153,0.156
1.0670708417892456,9.247559436798095,0.16
0.7886224389076233,9.51404916381836,0.161
1.0362739562988281,9.627808738708497,0.165
