losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.001224719570018351,0.874,0.878,0.878,0.9952
0.009677237831056118,0.797,0.786,0.848,0.999
0.015009100548923016,0.7373333333333333,0.7163333333333334,0.858,0.9998
0.022247083485126495,0.682,0.6505,0.842,0.999
0.03373103588819504,0.6262,0.5862,0.875,0.9992
0.0392347052693367,0.5955,0.5453333333333333,0.889,0.9998
0.05185290798544884,0.5607142857142857,0.49985714285714283,0.871,0.9996
0.051888637244701385,0.519625,0.4555,0.852,0.9992
0.0658942237496376,0.489,0.41655555555555557,0.856,0.9998
0.07439395785331726,0.455,0.3751,0.783,0.9976
