losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0017854743637144566,-1,0.846,0.846,0.9936
0.01284522470086813,-1,0.6855,0.873,0.9994
0.028068365529179573,-1,0.575,0.871,0.9994
0.040552377700805664,-1,0.4915,0.815,0.9978
0.057866305112838745,-1,0.4222,0.857,0.9976
0.0691845640540123,-1,0.36866666666666664,0.874,0.9992
0.0909482091665268,-1,0.3384285714285714,0.848,0.9996
0.10916838049888611,-1,0.29025,0.794,0.9988
0.12561893463134766,-1,0.2564444444444444,0.85,0.9986
0.1457446962594986,-1,0.2387,0.845,0.998
