losses_train,losses_eval,accuracies_eval
2.3416850566864014,15.269059127807617,0.0255
1.9120723009109497,7.19425008392334,0.063
1.4764686822891235,8.460717903137207,0.1085
1.3644133806228638,8.973423698425293,0.12
1.3631638288497925,9.113100288391113,0.1295
1.129071831703186,8.346008819580078,0.132
1.23475182056427,8.075207954406737,0.152
0.9503009915351868,9.467857070922852,0.1565
0.7220072150230408,9.47111211013794,0.1665
0.9188458919525146,9.655253047943114,0.1635
1.1277610063552856,10.64453939819336,0.155
0.9215640425682068,9.645968845367431,0.1665
0.6928601264953613,9.862329578399658,0.1795
0.7253232002258301,10.187816757202148,0.177
0.5318605303764343,9.31525895690918,0.1775
