losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0013374201953411102,0.879,0.879,0.879,0.9948
0.011239882558584213,0.7935,0.7655,0.856,0.9956
0.019196216017007828,0.7336666666666667,0.72,0.863,0.9998
0.02198311686515808,0.686,0.67925,0.817,0.9988
0.024799035862088203,0.633,0.6382,0.889,0.9988
0.02581707388162613,0.5985,0.5985,0.884,0.9998
0.028391636908054352,0.5581428571428572,0.5604285714285714,0.877,0.999
0.031032659113407135,0.527875,0.52575,0.865,0.9994
0.04114995524287224,0.49655555555555553,0.4961111111111111,0.877,1.0
0.03975965827703476,0.4658,0.4522,0.765,0.998
