losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0008611668599769473,0.856,0.855,0.855,0.9934
0.00862891972064972,0.784,0.7685,0.837,0.9966
0.01724092848598957,0.738,0.7403333333333333,0.881,0.9996
0.021495800465345383,0.67425,0.6725,0.827,0.9984
0.02611789107322693,0.6242,0.625,0.875,0.9984
0.03276293724775314,0.5895,0.5875,0.885,0.9992
0.0426655039191246,0.5592857142857143,0.5422857142857143,0.861,0.9992
0.053434789180755615,0.531375,0.5105,0.855,0.9994
0.06078730896115303,0.5013333333333333,0.4787777777777778,0.855,0.9998
0.07737607508897781,0.466,0.4348,0.779,0.9976
