losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
1.7049033641815186,0.392,0.416,0.416,0.4074
2.7510790824890137,0.1355,0.0685,0.137,0.1512
2.9933409690856934,0.06666666666666667,0.05,0.149,0.1368
3.2406888008117676,0.0415,0.0445,0.178,0.161
3.25327730178833,0.0356,0.025,0.125,0.126
3.174269676208496,0.034,0.026,0.156,0.1578
3.3048579692840576,0.02557142857142857,0.02242857142857143,0.157,0.145
3.597501754760742,0.025375,0.019875,0.159,0.1554
3.595583438873291,0.020666666666666667,0.021222222222222222,0.176,0.153
3.2807788848876953,0.0193,0.014,0.14,0.1608
