losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0004947496927343309,0.879,0.877,0.877,0.9938
0.007420744281262159,0.7925,0.7715,0.842,0.9974
0.01769147627055645,0.7363333333333333,0.712,0.858,0.9994
0.025914065539836884,0.69075,0.64975,0.824,0.9964
0.03264316916465759,0.6462,0.598,0.868,0.9988
0.037835679948329926,0.625,0.5678333333333333,0.886,0.9996
0.048931244760751724,0.598,0.5285714285714286,0.86,0.9998
0.05617272108793259,0.56225,0.487875,0.872,0.999
0.06344278156757355,0.5402222222222223,0.467,0.863,0.9998
0.0706280916929245,0.5131,0.4319,0.803,0.9976
