losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0018023761222139,0.872,0.873,0.873,0.9956
0.010769018903374672,0.7265,0.7095,0.767,0.9964
0.020416660234332085,0.679,0.6573333333333333,0.887,0.999
0.029702061787247658,0.6255,0.59225,0.833,0.9992
0.03837880864739418,0.5844,0.5528,0.91,0.9994
0.05027507245540619,0.5476666666666666,0.5091666666666667,0.837,1.0
0.058932654559612274,0.5191428571428571,0.4825714285714286,0.87,0.9998
0.06986476480960846,0.4775,0.442875,0.833,0.9998
0.07716912031173706,0.45,0.41455555555555557,0.878,0.9994
0.08636343479156494,0.4207,0.3817,0.828,0.9998
