losses_train,losses_eval,accuracies_eval
2.515658140182495,4.752235168457031,0.066
2.268007755279541,4.4610554809570315,0.167
2.2149665355682373,4.552960266113281,0.122
2.189023017883301,4.396404022216797,0.166
2.1902401447296143,4.436298828125,0.144
2.1885931491851807,4.293039428710937,0.179
2.0030429363250732,3.893142974853516,0.256
2.024237871170044,3.3391239013671874,0.347
1.799558162689209,3.1217720947265626,0.359
1.875810146331787,3.0971898498535158,0.38
1.6507048606872559,3.1999198303222656,0.346
1.6257609128952026,2.625124725341797,0.436
1.4924103021621704,2.588389129638672,0.456
1.5715436935424805,2.560393829345703,0.457
1.5014277696609497,2.2727949066162108,0.519
