losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0016308305785059929,0.878,0.881,0.881,0.9948
0.010674829594790936,0.781,0.7695,0.846,0.9982
0.018167370930314064,0.72,0.728,0.869,0.9992
0.02770262211561203,0.66675,0.672,0.828,0.998
0.027901705354452133,0.6242,0.6276,0.89,0.9968
0.028700770810246468,0.5985,0.5965,0.884,0.9996
0.037326302379369736,0.5681428571428572,0.5512857142857143,0.866,0.9994
0.050091810524463654,0.530125,0.51625,0.87,0.9994
0.06818139553070068,0.5066666666666667,0.48233333333333334,0.872,0.9996
0.0753958523273468,0.4704,0.4482,0.775,0.9976
