losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.000924421357922256,0.878,0.878,0.878,0.9946
0.01047291699796915,0.776,0.7615,0.832,0.9986
0.019396688789129257,0.7236666666666667,0.7,0.87,0.9984
0.02865355834364891,0.672,0.64225,0.833,0.9988
0.03680475056171417,0.6204,0.5792,0.88,0.9988
0.045616526156663895,0.593,0.5471666666666667,0.881,0.9998
0.05677981302142143,0.5538571428571428,0.49914285714285717,0.861,0.9992
0.06886342912912369,0.521375,0.455125,0.851,0.9992
0.07291051000356674,0.504,0.43244444444444446,0.877,0.9998
0.08692371100187302,0.4747,0.3947,0.792,0.9976
